Time [s],Altitude [km],Lat [deg],Lon [deg],Velocity [km/s],Downrange [km],Mass [kg],Temp [K],Datetime,d_m [kg],ObjectID,ObjectName,Part,Material,ReferenceArea [m^2],scenario,reentry_vehicle
108.55,49.429,0.958,2.613,0.463,309.843,50.0,467.533,2023-07-09 21:01:48.550,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
109.55,49.156,0.959,2.616,0.451,310.208,50.0,465.139,2023-07-09 21:01:49.550,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
110.55,48.884,0.961,2.619,0.44,310.558,50.0,462.793,2023-07-09 21:01:50.550,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
111.55,48.612,0.962,2.622,0.429,310.895,50.0,460.494,2023-07-09 21:01:51.550,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
112.55,48.342,0.963,2.625,0.418,311.219,50.0,458.24,2023-07-09 21:01:52.550,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
113.55,48.072,0.964,2.627,0.408,311.531,50.0,456.03,2023-07-09 21:01:53.550,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
114.55,47.804,0.965,2.63,0.399,311.83,50.0,453.864,2023-07-09 21:01:54.550,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
115.55,47.536,0.966,2.632,0.389,312.117,50.0,451.738,2023-07-09 21:01:55.550,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
116.55,47.27,0.966,2.635,0.38,312.392,50.0,449.653,2023-07-09 21:01:56.550,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
117.55,47.004,0.967,2.637,0.371,312.656,50.0,447.604,2023-07-09 21:01:57.550,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
118.55,46.74,0.968,2.639,0.363,312.91,50.0,445.591,2023-07-09 21:01:58.550,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
119.55,46.478,0.969,2.641,0.355,313.153,50.0,443.611,2023-07-09 21:01:59.550,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
120.55,46.216,0.97,2.643,0.347,313.385,50.0,441.664,2023-07-09 21:02:00.550,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
121.55,45.956,0.97,2.645,0.339,313.608,50.0,439.75,2023-07-09 21:02:01.550,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
122.55,45.698,0.971,2.647,0.332,313.821,50.0,437.868,2023-07-09 21:02:02.550,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
123.55,45.441,0.972,2.648,0.325,314.024,50.0,436.016,2023-07-09 21:02:03.550,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
123.75,45.39,0.972,2.649,0.323,314.064,50.0,435.652,2023-07-09 21:02:03.750,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
123.976,45.333,0.972,2.649,0.322,314.108,50.0,435.242,2023-07-09 21:02:03.976,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
124.03,45.319,0.972,2.649,0.322,314.119,50.0,435.144,2023-07-09 21:02:04.030,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
124.039,45.317,0.972,2.649,0.321,314.12,50.0,435.129,2023-07-09 21:02:04.039,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
124.048,45.314,0.972,2.649,0.321,314.122,50.0,435.113,2023-07-09 21:02:04.048,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
124.087,45.304,0.972,2.649,0.321,314.13,50.0,435.041,2023-07-09 21:02:04.087,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
124.137,45.292,0.972,2.649,0.321,314.139,50.0,434.95,2023-07-09 21:02:04.137,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
124.193,45.277,0.972,2.649,0.321,314.15,50.0,434.847,2023-07-09 21:02:04.193,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
124.233,45.267,0.972,2.65,0.321,314.158,50.0,434.775,2023-07-09 21:02:04.233,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
124.281,45.255,0.972,2.65,0.321,314.167,50.0,434.687,2023-07-09 21:02:04.281,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
124.339,45.24,0.972,2.65,0.321,314.179,50.0,434.581,2023-07-09 21:02:04.339,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
124.401,45.224,0.972,2.65,0.321,314.191,50.0,434.468,2023-07-09 21:02:04.401,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
124.466,45.207,0.972,2.65,0.321,314.203,50.0,434.349,2023-07-09 21:02:04.466,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
124.482,45.203,0.972,2.65,0.321,314.206,50.0,434.321,2023-07-09 21:02:04.482,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
124.491,45.201,0.972,2.65,0.321,314.208,50.0,434.305,2023-07-09 21:02:04.491,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
124.495,45.2,0.972,2.65,0.321,314.209,50.0,434.297,2023-07-09 21:02:04.495,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
124.499,45.199,0.972,2.65,0.321,314.209,50.0,434.289,2023-07-09 21:02:04.499,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
124.505,45.197,0.972,2.65,0.321,314.211,50.0,434.278,2023-07-09 21:02:04.505,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
124.511,45.196,0.972,2.65,0.321,314.212,50.0,434.268,2023-07-09 21:02:04.511,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
124.517,45.194,0.972,2.65,0.321,314.213,50.0,434.257,2023-07-09 21:02:04.517,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
124.529,45.191,0.972,2.65,0.321,314.215,50.0,434.236,2023-07-09 21:02:04.529,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
124.535,45.19,0.972,2.65,0.321,314.216,50.0,434.225,2023-07-09 21:02:04.535,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
124.541,45.188,0.972,2.65,0.321,314.217,50.0,434.214,2023-07-09 21:02:04.541,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
124.547,45.187,0.972,2.65,0.321,314.219,50.0,434.203,2023-07-09 21:02:04.547,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
124.553,45.185,0.972,2.65,0.321,314.22,50.0,434.192,2023-07-09 21:02:04.553,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
124.564,45.182,0.972,2.65,0.321,314.222,50.0,434.172,2023-07-09 21:02:04.564,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
124.578,45.179,0.972,2.65,0.321,314.225,50.0,434.146,2023-07-09 21:02:04.578,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
124.583,45.177,0.972,2.65,0.321,314.225,50.0,434.138,2023-07-09 21:02:04.583,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
124.587,45.176,0.972,2.65,0.321,314.226,50.0,434.13,2023-07-09 21:02:04.587,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
124.595,45.174,0.972,2.65,0.321,314.228,50.0,434.116,2023-07-09 21:02:04.595,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
124.602,45.173,0.972,2.65,0.321,314.229,50.0,434.104,2023-07-09 21:02:04.602,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
124.606,45.171,0.972,2.65,0.321,314.23,50.0,434.095,2023-07-09 21:02:04.606,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
124.611,45.17,0.972,2.65,0.321,314.231,50.0,434.087,2023-07-09 21:02:04.611,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
124.632,45.165,0.972,2.65,0.321,314.235,50.0,434.049,2023-07-09 21:02:04.632,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
124.663,45.157,0.972,2.65,0.321,314.241,50.0,433.994,2023-07-09 21:02:04.663,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
124.703,45.146,0.972,2.65,0.321,314.248,50.0,433.921,2023-07-09 21:02:04.703,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
124.723,45.141,0.972,2.65,0.321,314.252,50.0,433.884,2023-07-09 21:02:04.723,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
124.754,45.133,0.972,2.65,0.321,314.258,50.0,433.829,2023-07-09 21:02:04.754,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
124.794,45.123,0.972,2.65,0.321,314.266,50.0,433.755,2023-07-09 21:02:04.794,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
124.853,45.108,0.972,2.651,0.321,314.277,50.0,433.649,2023-07-09 21:02:04.853,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
124.882,45.1,0.972,2.651,0.321,314.283,50.0,433.597,2023-07-09 21:02:04.882,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
124.899,45.096,0.972,2.651,0.321,314.286,50.0,433.566,2023-07-09 21:02:04.899,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
124.927,45.089,0.972,2.651,0.321,314.291,50.0,433.516,2023-07-09 21:02:04.927,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
124.964,45.079,0.973,2.651,0.321,314.298,50.0,433.449,2023-07-09 21:02:04.964,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.02,45.065,0.973,2.651,0.321,314.309,50.0,433.349,2023-07-09 21:02:05.020,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.047,45.058,0.973,2.651,0.321,314.314,50.0,433.299,2023-07-09 21:02:05.047,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.064,45.053,0.973,2.651,0.321,314.317,50.0,433.268,2023-07-09 21:02:05.064,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.071,45.052,0.973,2.651,0.321,314.319,50.0,433.257,2023-07-09 21:02:05.071,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.077,45.05,0.973,2.651,0.321,314.32,50.0,433.245,2023-07-09 21:02:05.077,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.082,45.049,0.973,2.651,0.321,314.321,50.0,433.236,2023-07-09 21:02:05.082,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.092,45.046,0.973,2.651,0.321,314.323,50.0,433.218,2023-07-09 21:02:05.092,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.105,45.043,0.973,2.651,0.321,314.325,50.0,433.195,2023-07-09 21:02:05.105,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.128,45.037,0.973,2.651,0.321,314.329,50.0,433.154,2023-07-09 21:02:05.128,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.16,45.028,0.973,2.651,0.321,314.335,50.0,433.096,2023-07-09 21:02:05.160,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.21,45.015,0.973,2.651,0.321,314.345,50.0,433.006,2023-07-09 21:02:05.210,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.237,45.009,0.973,2.651,0.321,314.35,50.0,432.958,2023-07-09 21:02:05.237,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.253,45.004,0.973,2.651,0.321,314.353,50.0,432.929,2023-07-09 21:02:05.253,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.258,45.003,0.973,2.651,0.321,314.354,50.0,432.921,2023-07-09 21:02:05.258,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.262,45.002,0.973,2.651,0.321,314.355,50.0,432.913,2023-07-09 21:02:05.262,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.27,45.0,0.973,2.651,0.321,314.356,50.0,432.899,2023-07-09 21:02:05.270,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.277,44.998,0.973,2.651,0.321,314.358,50.0,432.887,2023-07-09 21:02:05.277,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.282,44.997,0.973,2.651,0.321,314.358,50.0,432.878,2023-07-09 21:02:05.282,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.286,44.996,0.973,2.651,0.321,314.359,50.0,432.87,2023-07-09 21:02:05.286,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.291,44.995,0.973,2.651,0.321,314.36,50.0,432.862,2023-07-09 21:02:05.291,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.3,44.992,0.973,2.651,0.321,314.362,50.0,432.845,2023-07-09 21:02:05.300,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.313,44.989,0.973,2.651,0.321,314.364,50.0,432.823,2023-07-09 21:02:05.313,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.334,44.983,0.973,2.651,0.321,314.368,50.0,432.784,2023-07-09 21:02:05.334,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.366,44.975,0.973,2.651,0.321,314.374,50.0,432.728,2023-07-09 21:02:05.366,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.415,44.962,0.973,2.651,0.321,314.383,50.0,432.64,2023-07-09 21:02:05.415,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.452,44.953,0.973,2.652,0.321,314.39,50.0,432.573,2023-07-09 21:02:05.452,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.465,44.949,0.973,2.652,0.321,314.393,50.0,432.55,2023-07-09 21:02:05.465,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.47,44.948,0.973,2.652,0.321,314.394,50.0,432.541,2023-07-09 21:02:05.470,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.48,44.946,0.973,2.652,0.321,314.396,50.0,432.524,2023-07-09 21:02:05.480,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.498,44.941,0.973,2.652,0.321,314.399,50.0,432.491,2023-07-09 21:02:05.498,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.507,44.939,0.973,2.652,0.321,314.401,50.0,432.476,2023-07-09 21:02:05.507,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.522,44.935,0.973,2.652,0.321,314.404,50.0,432.449,2023-07-09 21:02:05.522,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.547,44.928,0.973,2.652,0.321,314.408,50.0,432.404,2023-07-09 21:02:05.547,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.558,44.925,0.973,2.652,0.321,314.41,50.0,432.384,2023-07-09 21:02:05.558,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.564,44.924,0.973,2.652,0.321,314.411,50.0,432.374,2023-07-09 21:02:05.564,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.57,44.922,0.973,2.652,0.321,314.413,50.0,432.363,2023-07-09 21:02:05.570,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.574,44.921,0.973,2.652,0.321,314.413,50.0,432.356,2023-07-09 21:02:05.574,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.578,44.92,0.973,2.652,0.321,314.414,50.0,432.348,2023-07-09 21:02:05.578,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.583,44.919,0.973,2.652,0.321,314.415,50.0,432.34,2023-07-09 21:02:05.583,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.587,44.918,0.973,2.652,0.321,314.416,50.0,432.333,2023-07-09 21:02:05.587,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.596,44.915,0.973,2.652,0.321,314.417,50.0,432.317,2023-07-09 21:02:05.596,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.6,44.914,0.973,2.652,0.321,314.418,50.0,432.31,2023-07-09 21:02:05.600,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.604,44.913,0.973,2.652,0.321,314.419,50.0,432.302,2023-07-09 21:02:05.604,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.612,44.911,0.973,2.652,0.321,314.42,50.0,432.289,2023-07-09 21:02:05.612,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.616,44.91,0.973,2.652,0.321,314.421,50.0,432.281,2023-07-09 21:02:05.616,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.621,44.909,0.973,2.652,0.321,314.422,50.0,432.272,2023-07-09 21:02:05.621,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.629,44.907,0.973,2.652,0.321,314.424,50.0,432.258,2023-07-09 21:02:05.629,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.634,44.905,0.973,2.652,0.321,314.425,50.0,432.249,2023-07-09 21:02:05.634,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.644,44.903,0.973,2.652,0.321,314.426,50.0,432.231,2023-07-09 21:02:05.644,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
125.664,44.898,0.973,2.652,0.321,314.43,50.0,432.197,2023-07-09 21:02:05.664,0.0,58c280bd-bc90-4ec2-81cf-8f3b420ef221,LCH4_tank_-_AA2198,LCH4_tank,AA2198,3.14159,Test_Remi,Test_Remi
